year_rank_salary,year_rank_wins,year_rank_wins minus year_rank_salary,team,team code,payroll,payroll (adjusted for inflation),year (season started in),average yearly payroll,stdev yearly payroll,yearly payroll z score,wins,average yearly wins,stdev yearly wins,yearly wins z score,wins z - payroll z
11,2,9,Oklahoma City ,OKC,68924100,76932970,2012,67197943.57,10409202.15,0.16582985,60,40.96666667,12.71025471,1.497478514,1.331648664
15,30,-15,Orlando ,ORL,66557496,74291370,2012,67197943.57,10409202.15,-0.061527056,20,40.96666667,12.71025471,-1.649586664,-1.588059608
14,19,-5,Philadelphia ,PHI,66697839,74448020,2012,67197943.57,10409202.15,-0.048044467,34,40.96666667,12.71025471,-0.548113852,-0.500069385
29,27,2,Phoenix ,PHO,54196264,60493782,2012,67197943.57,10409202.15,-1.249056305,25,40.96666667,12.71025471,-1.256203517,-0.007147213
25,21,4,Portland ,POR,59442596,66349730,2012,67197943.57,10409202.15,-0.745047263,33,40.96666667,12.71025471,-0.626790481,0.118256781
28,25,3,Sacramento ,SAC,54421935,60745677,2012,67197943.57,10409202.15,-1.227376353,28,40.96666667,12.71025471,-1.020173629,0.207202724
8,3,5,San Antonio ,SAS,69838600,77953731,2012,67197943.57,10409202.15,0.253684807,58,40.96666667,12.71025471,1.340125255,1.086440449
20,19,1,Toronto ,TOR,63708138,71110922,2012,67197943.57,10409202.15,-0.335261581,34,40.96666667,12.71025471,-0.548113852,-0.212852271
17,15,2,Utah ,UTA,65657569,73286873,2012,67197943.57,10409202.15,-0.147982001,43,40.96666667,12.71025471,0.159975813,0.307957815
24,23,1,Washington ,WAS,59715539,66654386,2012,67197943.57,10409202.15,-0.718825945,29,40.96666667,12.71025471,-0.941496999,-0.222671055
10,8,2,Atlanta ,ATL,73669912,83598545,2011,67205841.33,10594169.91,0.610153577,40,33,10.29897886,0.679679034,0.069525457
5,10,-5,Boston ,BOS,79820530,90578092,2011,67205841.33,10594169.91,1.190719875,39,33,10.29897886,0.582582029,-0.608137846
17,25,-8,Brooklyn ,BRK,65281235,74079304,2011,67205841.33,10594169.91,-0.181666553,22,33,10.29897886,-1.068067053,-0.8864005
24,30,-6,Charlotte ,CHO,57902024,65705585,2011,67205841.33,10594169.91,-0.878201635,7,33,10.29897886,-2.524522126,-1.646320491
13,1,12,Chicago ,CHI,69548447,78921621,2011,67205841.33,10594169.91,0.221122154,50,33,10.29897886,1.650649082,1.429526929
18,27,-9,Cleveland ,CLE,64875599,73619002,2011,67205841.33,10594169.91,-0.21995516,21,33,10.29897886,-1.165164058,-0.945208898
6,13,-7,Dallas ,DAL,77180233,87581958,2011,67205841.33,10594169.91,0.941498178,36,33,10.29897886,0.291291015,-0.650207164
22,11,11,Denver ,DEN,58553173,66444493,2011,67205841.33,10594169.91,-0.816738679,38,33,10.29897886,0.485485024,1.302223703
11,22,-11,Detroit ,DET,70923605,80482110,2011,67205841.33,10594169.91,0.350925433,25,33,10.29897886,-0.776776039,-1.127701472
19,23,-4,Golden State ,GSW,61576901,69875734,2011,67205841.33,10594169.91,-0.53132434,23,33,10.29897886,-0.970970048,-0.439645708
25,17,8,Houston ,HOU,57021755,64706681,2011,67205841.33,10594169.91,-0.96129158,34,33,10.29897886,0.097097005,1.058388585
29,5,24,Indiana ,IND,51554083,58502121,2011,67205841.33,10594169.91,-1.477393554,42,33,10.29897886,0.873873044,2.351266598
14,8,6,LA Clippers ,LAC,67333389,76408033,2011,67205841.33,10594169.91,0.012039421,40,33,10.29897886,0.679679034,0.667639613
1,6,-5,LA Lakers ,LAL,88264478,100160046,2011,67205841.33,10594169.91,1.98775712,41,33,10.29897886,0.776776039,-1.210981082
12,6,6,Memphis ,MEM,70628007,80146672,2011,67205841.33,10594169.91,0.323023483,41,33,10.29897886,0.776776039,0.453752555
8,4,4,Miami ,MIA,75469639,85640823,2011,67205841.33,10594169.91,0.780032578,46,33,10.29897886,1.262261063,0.482228485
20,19,1,Milwaukee ,MIL,60192388,68304625,2011,67205841.33,10594169.91,-0.662010653,31,33,10.29897886,-0.19419401,0.467816643
26,21,5,Minnesota ,MIN,56844339,64505355,2011,67205841.33,10594169.91,-0.97803815,26,33,10.29897886,-0.679679034,0.298359116
16,27,-11,New Orleans ,NOP,65441008,74260613,2011,67205841.33,10594169.91,-0.166585334,21,33,10.29897886,-1.165164058,-0.998578724
7,13,-6,New York ,NYK,77093212,87483210,2011,67205841.33,10594169.91,0.933284132,36,33,10.29897886,0.291291015,-0.641993118
21,3,18,Oklahoma City ,OKC,59501709,67520863,2011,67205841.33,10594169.91,-0.727204906,47,33,10.29897886,1.359358068,2.086562974
2,12,-10,Orlando ,ORL,87955505,99809433,2011,67205841.33,10594169.91,1.958592683,37,33,10.29897886,0.388388019,-1.570204664
15,16,-1,Philadelphia ,PHI,66672368,75657929,2011,67205841.33,10594169.91,-0.050355369,35,33,10.29897886,0.19419401,0.244549379
4,18,-14,Phoenix ,PHO,80640576,91508654,2011,67205841.33,10594169.91,1.268125279,33,33,10.29897886,0,-1.268125279
3,20,-17,Portland ,POR,80920717,91826552,2011,67205841.33,10594169.91,1.294568219,28,33,10.29897886,-0.485485024,-1.780053243
30,25,5,Sacramento ,SAC,48950236,55547347,2011,67205841.33,10594169.91,-1.723174679,22,33,10.29897886,-1.068067053,0.655107626
9,1,8,San Antonio ,SAS,73732762,83669865,2011,67205841.33,10594169.91,0.616086085,50,33,10.29897886,1.650649082,1.034562997
28,23,5,Toronto ,TOR,55063049,62483997,2011,67205841.33,10594169.91,-1.146176854,23,33,10.29897886,-0.970970048,0.175206805
23,13,10,Utah ,UTA,58178016,66018776,2011,67205841.33,10594169.91,-0.852150325,36,33,10.29897886,0.291291015,1.14344134
27,29,-2,Washington ,WAS,55386345,62850863,2011,67205841.33,10594169.91,-1.115660447,20,33,10.29897886,-1.262261063,-0.146600616
8,13,-5,Atlanta ,ATL,71469843,83988250,2010,67529008.1,10810440.36,0.36453972,44,41,13.17521183,0.227700324,-0.136839396
4,6,-2,Boston ,BOS,82045867,96416732,2010,67529008.1,10810440.36,1.342855464,56,41,13.17521183,1.138501619,-0.204353845
23,25,-2,Brooklyn ,BRK,58495989,68741936,2010,67529008.1,10810440.36,-0.8355829,24,41,13.17521183,-1.290301834,-0.454718935
18,22,-4,Charlotte ,CHO,66542696,78198077,2010,67529008.1,10810440.36,-0.091236996,34,41,13.17521183,-0.531300755,-0.44006376
26,1,25,Chicago ,CHI,54538076,64090771,2010,67529008.1,10810440.36,-1.201702398,62,41,13.17521183,1.593902266,2.795604664
27,29,-2,Cleveland ,CLE,53990021,63446718,2010,67529008.1,10810440.36,-1.252399223,19,41,13.17521183,-1.669802374,-0.417403151
3,4,-1,Dallas ,DAL,85409890,100369985,2010,67529008.1,10810440.36,1.654038254,57,41,13.17521183,1.214401727,-0.439636528
16,9,7,Denver ,DEN,68019290,79933307,2010,67529008.1,10810440.36,0.04535263,50,41,13.17521183,0.683100971,0.637748341
21,24,-3,Detroit ,DET,65517821,76993690,2010,67529008.1,10810440.36,-0.186041182,30,41,13.17521183,-0.834901187,-0.648860005
14,20,-6,Golden State ,GSW,68415336,80398723,2010,67529008.1,10810440.36,0.08198814,36,41,13.17521183,-0.37950054,-0.46148868
7,14,-7,Houston ,HOU,72315654,84982206,2010,67529008.1,10810440.36,0.442779918,43,41,13.17521183,0.151800216,-0.290979703
22,19,3,Indiana ,IND,65088630,76489322,2010,67529008.1,10810440.36,-0.22574271,37,41,13.17521183,-0.303600432,-0.077857722
29,23,6,LA Clippers ,LAC,53225329,62548088,2010,67529008.1,10810440.36,-1.323135656,32,41,13.17521183,-0.683100971,0.640034685
1,4,-3,LA Lakers ,LAL,91428140,107442371,2010,67529008.1,10810440.36,2.210745456,57,41,13.17521183,1.214401727,-0.99634373
9,11,-2,Memphis ,MEM,70241344,82544566,2010,67529008.1,10810440.36,0.250899668,46,41,13.17521183,0.37950054,0.128600871
19,3,16,Miami ,MIA,66205855,77802235,2010,67529008.1,10810440.36,-0.122395856,58,41,13.17521183,1.290301834,1.41269769
12,21,-9,Milwaukee ,MIL,69076690,81175915,2010,67529008.1,10810440.36,0.143165482,35,41,13.17521183,-0.455400647,-0.598566129
28,30,-2,Minnesota ,MIN,53461123,62825180,2010,67529008.1,10810440.36,-1.301323964,17,41,13.17521183,-1.82160259,-0.520278626
15,11,4,New Orleans ,NOP,68230729,80181781,2010,67529008.1,10810440.36,0.064911408,46,41,13.17521183,0.37950054,0.314589132
17,15,2,New York ,NYK,67016562,78754945,2010,67529008.1,10810440.36,-0.047402889,42,41,13.17521183,0.075900108,0.123302997
25,7,18,Oklahoma City ,OKC,55922488,65717669,2010,67529008.1,10810440.36,-1.0736399,55,41,13.17521183,1.062601511,2.13624141
2,8,-6,Orlando ,ORL,90770804,106669901,2010,67529008.1,10810440.36,2.149939792,52,41,13.17521183,0.834901187,-1.315038605
13,16,-3,Philadelphia ,PHI,68915246,80986195,2010,67529008.1,10810440.36,0.1282314,41,41,13.17521183,0,-0.1282314
20,17,3,Phoenix ,PHO,65979054,77535711,2010,67529008.1,10810440.36,-0.143375667,40,41,13.17521183,-0.075900108,0.067475559
6,10,-4,Portland ,POR,74584058,87647938,2010,67529008.1,10810440.36,0.652614479,48,41,13.17521183,0.531300755,-0.121313723
30,25,5,Sacramento ,SAC,45268465,53197524,2010,67529008.1,10810440.36,-2.059170798,24,41,13.17521183,-1.290301834,0.768868964
11,2,9,San Antonio ,SAS,69522311,81699592,2010,67529008.1,10810440.36,0.184386837,61,41,13.17521183,1.518002158,1.333615322
10,28,-18,Toronto ,TOR,69992648,82252310,2010,67529008.1,10810440.36,0.2278945,22,41,13.17521183,-1.44210205,-1.66999655
5,18,-13,Utah ,UTA,75855296,89141843,2010,67529008.1,10810440.36,0.770208023,39,41,13.17521183,-0.151800216,-0.922008239
24,27,-3,Washington ,WAS,58324988,68540981,2010,67529008.1,10810440.36,-0.851401034,23,41,13.17521183,-1.366201942,-0.514800908
20,6,14,Atlanta ,ATL,65883642,78239128,2009,70437138.5,9534703.902,-0.477570835,53,41,13.35716261,0.898394393,1.375965228
4,9,-5,Boston ,BOS,83552174,99221130,2009,70437138.5,9534703.902,1.375505274,50,41,13.35716261,0.673795795,-0.701709479
27,30,-3,Brooklyn ,BRK,59366715,70500047,2009,70437138.5,9534703.902,-1.161066312,12,41,13.35716261,-2.171119783,-1.010053471
15,15,0,Charlotte ,CHO,68681758,81561990,2009,70437138.5,9534703.902,-0.184104354,44,41,13.35716261,0.224598598,0.408702952
13,17,-4,Chicago ,CHI,69700359,82771612,2009,70437138.5,9534703.902,-0.077273454,41,41,13.35716261,0,0.077273454
5,1,4,Cleveland ,CLE,83398534,99038674,2009,70437138.5,9534703.902,1.359391506,61,41,13.35716261,1.497323988,0.137932482
2,4,-2,Dallas ,DAL,88916075,105590950,2009,70437138.5,9534703.902,1.938071354,55,41,13.35716261,1.048126792,-0.889944562
8,6,2,Denver ,DEN,74935538,88988573,2009,70437138.5,9534703.902,0.47179226,53,41,13.35716261,0.898394393,0.426602133
26,24,2,Detroit ,DET,60185833,71472780,2009,70437138.5,9534703.902,-1.075157195,27,41,13.35716261,-1.048126792,0.027030403
21,26,-5,Golden State ,GSW,65352372,77608224,2009,70437138.5,9534703.902,-0.533290446,26,41,13.35716261,-1.122992991,-0.589702545
14,16,-2,Houston ,HOU,69095315,82053099,2009,70437138.5,9534703.902,-0.140730485,42,41,13.35716261,0.074866199,0.215596684
19,21,-2,Indiana ,IND,66733257,79248074,2009,70437138.5,9534703.902,-0.388463191,32,41,13.35716261,-0.673795795,-0.285332604
25,22,3,LA Clippers ,LAC,61616409,73171636,2009,70437138.5,9534703.902,-0.925118346,29,41,13.35716261,-0.898394393,0.026723953
1,3,-2,LA Lakers ,LAL,91378064,108514646,2009,70437138.5,9534703.902,2.196284826,57,41,13.35716261,1.197859191,-0.998425635
29,18,11,Memphis ,MEM,57287474,68030871,2009,70437138.5,9534703.902,-1.379137164,40,41,13.35716261,-0.074866199,1.304270965
9,13,-4,Miami ,MIA,74208013,88124608,2009,70437138.5,9534703.902,0.395489418,47,41,13.35716261,0.449197197,0.053707778
18,14,4,Milwaukee ,MIL,66775602,79298360,2009,70437138.5,9534703.902,-0.384022046,46,41,13.35716261,0.374330997,0.758353043
24,29,-5,Minnesota ,MIN,62253360,73928037,2009,70437138.5,9534703.902,-0.858314908,15,41,13.35716261,-1.946521185,-1.088206277
12,20,-8,New Orleans ,NOP,70163827,83321997,2009,70437138.5,9534703.902,-0.028664917,37,41,13.35716261,-0.299464798,-0.27079988
3,22,-19,New York ,NYK,85710076,101783713,2009,70437138.5,9534703.902,1.601826093,29,41,13.35716261,-0.898394393,-2.500220486
28,9,19,Oklahoma City ,OKC,58578614,69564148,2009,70437138.5,9534703.902,-1.243722366,50,41,13.35716261,0.673795795,1.917518161
6,2,4,Orlando ,ORL,82200916,97616464,2009,70437138.5,9534703.902,1.233785299,59,41,13.35716261,1.34759159,0.113806291
23,24,-1,Philadelphia ,PHI,64883448,77051362,2009,70437138.5,9534703.902,-0.582471208,27,41,13.35716261,-1.048126792,-0.465655584
22,5,17,Phoenix ,PHO,65288544,77532428,2009,70437138.5,9534703.902,-0.539984729,54,41,13.35716261,0.973260592,1.513245321
30,9,21,Portland ,POR,56946258,67625668,2009,70437138.5,9534703.902,-1.414923907,50,41,13.35716261,0.673795795,2.088719702
17,28,-11,Sacramento ,SAC,67515718,80177273,2009,70437138.5,9534703.902,-0.30639866,25,41,13.35716261,-1.197859191,-0.891460531
7,9,-2,San Antonio ,SAS,79338309,94217014,2009,70437138.5,9534703.902,0.933555,50,41,13.35716261,0.673795795,-0.259759205
16,18,-2,Toronto ,TOR,67822433,80541508,2009,70437138.5,9534703.902,-0.274230383,40,41,13.35716261,-0.074866199,0.199364183
11,6,5,Utah ,UTA,71905244,85389991,2009,70437138.5,9534703.902,0.153974944,53,41,13.35716261,0.898394393,0.744419449
10,26,-16,Washington ,WAS,73440274,87212893,2009,70437138.5,9534703.902,0.314968931,26,41,13.35716261,-1.122992991,-1.437961923
20,12,8,Atlanta ,ATL,68168841,79797863,2008,71950424.6,9122623.801,-0.414528066,47,41,14.11040213,0.425218215,0.83974628
5,3,2,Boston ,BOS,79188973,92697938,2008,71950424.6,9122623.801,0.793472203,62,41,14.11040213,1.488263751,0.694791548
29,20,9,Brooklyn ,BRK,62666523,73356896,2008,71950424.6,9122623.801,-1.017678883,34,41,14.11040213,-0.496087917,0.521590966
27,19,8,Charlotte ,CHO,62866926,73591487,2008,71950424.6,9122623.801,-0.99571119,35,41,14.11040213,-0.425218215,0.570492975
21,15,6,Chicago ,CHI,68126774,79748621,2008,71950424.6,9122623.801,-0.419139349,41,41,14.11040213,0,0.419139349
3,1,2,Cleveland ,CLE,91298233,106872938,2008,71950424.6,9122623.801,2.120860053,66,41,14.11040213,1.771742561,-0.349117493
2,9,-7,Dallas ,DAL,95045559,111259524,2008,71950424.6,9122623.801,2.531632884,50,41,14.11040213,0.637827322,-1.893805562
14,5,9,Denver ,DEN,70121003,82083050,2008,71950424.6,9122623.801,-0.20053678,54,41,14.11040213,0.921306131,1.121842911
10,17,-7,Detroit ,DET,71434174,83620237,2008,71950424.6,9122623.801,-0.056590145,39,41,14.11040213,-0.141739405,-0.08514926
24,24,0,Golden State ,GSW,67416431,78917097,2008,71950424.6,9122623.801,-0.497005434,29,41,14.11040213,-0.850436429,-0.353430995
9,8,1,Houston ,HOU,73302272,85807014,2008,71950424.6,9122623.801,0.148186249,53,41,14.11040213,0.850436429,0.70225018
16,18,-2,Indiana ,IND,69668818,81553724,2008,71950424.6,9122623.801,-0.250104208,36,41,14.11040213,-0.354348512,-0.104244304
28,28,0,LA Clippers ,LAC,62764206,73471242,2008,71950424.6,9122623.801,-1.006971108,19,41,14.11040213,-1.559133453,-0.552162345
6,2,4,LA Lakers ,LAL,78245793,91593858,2008,71950424.6,9122623.801,0.690083088,65,41,14.11040213,1.700872858,1.01078977
30,25,5,Memphis ,MEM,55958148,65504128,2008,71950424.6,9122623.801,-1.753034757,24,41,14.11040213,-1.204784941,0.548249816
13,14,-1,Miami ,MIA,70297059,82289138,2008,71950424.6,9122623.801,-0.181237946,43,41,14.11040213,0.141739405,0.322977351
11,20,-9,Milwaukee ,MIL,71360656,83534178,2008,71950424.6,9122623.801,-0.06464901,34,41,14.11040213,-0.496087917,-0.431438907
25,25,0,Minnesota ,MIN,66445144,77780119,2008,71950424.6,9122623.801,-0.60347557,24,41,14.11040213,-1.204784941,-0.601309371
23,10,13,New Orleans ,NOP,67530808,79050989,2008,71950424.6,9122623.801,-0.484467703,49,41,14.11040213,0.566957619,1.051425323
1,23,-22,New York ,NYK,96643646,113130233,2008,71950424.6,9122623.801,2.706811323,32,41,14.11040213,-0.637827322,-3.344638645
18,27,-9,Oklahoma City ,OKC,68341605,80000097,2008,71950424.6,9122623.801,-0.395590093,23,41,14.11040213,-1.275654644,-0.88006455
15,4,11,Orlando ,ORL,69672979,81558597,2008,71950424.6,9122623.801,-0.249648089,59,41,14.11040213,1.275654644,1.525302733
19,15,4,Philadelphia ,PHI,68301007,79952578,2008,71950424.6,9122623.801,-0.400040348,41,41,14.11040213,0,0.400040348
7,13,-6,Phoenix ,PHO,76130408,89117609,2008,71950424.6,9122623.801,0.45819969,46,41,14.11040213,0.354348512,-0.103851178
4,5,-1,Portland ,POR,80260059,93951741,2008,71950424.6,9122623.801,0.910882064,54,41,14.11040213,0.921306131,0.010424067
17,30,-13,Sacramento ,SAC,69204512,81010212,2008,71950424.6,9122623.801,-0.301000311,17,41,14.11040213,-1.700872858,-1.399872547
22,5,17,San Antonio ,SAS,68020487,79624200,2008,71950424.6,9122623.801,-0.430790273,54,41,14.11040213,0.921306131,1.352096405
8,22,-14,Toronto ,TOR,73446970,85976400,2008,71950424.6,9122623.801,0.164047694,33,41,14.11040213,-0.566957619,-0.731005314
26,11,15,Utah ,UTA,65841407,77073389,2008,71950424.6,9122623.801,-0.669655763,48,41,14.11040213,0.496087917,1.16574368
12,28,-16,Washington ,WAS,70743317,82811524,2008,71950424.6,9122623.801,-0.132320221,19,41,14.11040213,-1.559133453,-1.426813232
28,19,9,Atlanta ,ATL,55501133,68231769,2007,68796241.13,10897662.45,-1.219996324,37,41,13.82651127,-0.289299298,0.930697027
6,1,5,Boston ,BOS,74509455,91600146,2007,68796241.13,10897662.45,0.524260491,66,41,13.82651127,1.808120611,1.28386012
25,21,4,Brooklyn ,BRK,61836211,76019960,2007,68796241.13,10897662.45,-0.63867184,34,41,13.82651127,-0.506273771,0.132398069
30,23,7,Charlotte ,CHO,53745468,66073393,2007,68796241.13,10897662.45,-1.381101058,32,41,13.82651127,-0.65092342,0.730177638
21,22,-1,Chicago ,CHI,63084166,77554169,2007,68796241.13,10897662.45,-0.524155998,33,41,13.82651127,-0.578598596,-0.054442598
4,13,-9,Cleveland ,CLE,82217583,101076337,2007,68796241.13,10897662.45,1.231579885,45,41,13.82651127,0.289299298,-0.942280587
1,10,-9,Dallas ,DAL,101694879,125021260,2007,68796241.13,10897662.45,3.018871067,51,41,13.82651127,0.723248244,-2.295622823
3,11,-8,Denver ,DEN,82958227,101986867,2007,68796241.13,10897662.45,1.299543451,50,41,13.82651127,0.65092342,-0.648620031
16,2,14,Detroit ,DET,65898875,81014506,2007,68796241.13,10897662.45,-0.265870424,59,41,13.82651127,1.30184684,1.567717264
24,12,12,Golden State ,GSW,62148303,76403638,2007,68796241.13,10897662.45,-0.610033405,48,41,13.82651127,0.506273771,1.116307176
12,6,6,Houston ,HOU,69894114,85926154,2007,68796241.13,10897662.45,0.100743886,55,41,13.82651127,1.012547542,0.911803656
14,20,-6,Indiana ,IND,66260246,81458764,2007,68796241.13,10897662.45,-0.23271001,36,41,13.82651127,-0.361624122,-0.128914113
19,25,-6,LA Clippers ,LAC,64847945,79722513,2007,68796241.13,10897662.45,-0.362306701,23,41,13.82651127,-1.30184684,-0.939540139
9,3,6,LA Lakers ,LAL,72626796,89285651,2007,68796241.13,10897662.45,0.351502433,57,41,13.82651127,1.157197191,0.805694758
29,27,2,Memphis ,MEM,54118526,66532021,2007,68796241.13,10897662.45,-1.346868212,22,41,13.82651127,-1.374171664,-0.027303453
5,30,-25,Miami ,MIA,74767603,91917507,2007,68796241.13,10897662.45,0.547948874,15,41,13.82651127,-1.880445436,-2.428394309
23,24,-1,Milwaukee ,MIL,62571522,76923937,2007,68796241.13,10897662.45,-0.571197646,26,41,13.82651127,-1.084872367,-0.513674721
13,27,-14,Minnesota ,MIN,69043895,84880916,2007,68796241.13,10897662.45,0.022725412,22,41,13.82651127,-1.374171664,-1.396897076
22,4,18,New Orleans ,NOP,62609991,76971228,2007,68796241.13,10897662.45,-0.567667622,56,41,13.82651127,1.084872367,1.652539989
2,25,-23,New York ,NYK,96190114,118253832,2007,68796241.13,10897662.45,2.513738427,23,41,13.82651127,-1.30184684,-3.815585267
26,29,-3,Oklahoma City ,OKC,60861388,74821537,2007,68796241.13,10897662.45,-0.728124327,20,41,13.82651127,-1.518821313,-0.790696987
27,9,18,Orlando ,ORL,58165973,71507858,2007,68796241.13,10897662.45,-0.975463149,52,41,13.82651127,0.795573069,1.771036218
7,17,-10,Philadelphia ,PHI,74038229,91020831,2007,68796241.13,10897662.45,0.481019475,40,41,13.82651127,-0.072324824,-0.553344299
10,6,4,Phoenix ,PHO,71323049,87682855,2007,68796241.13,10897662.45,0.23186696,55,41,13.82651127,1.012547542,0.780680582
8,15,-7,Portland ,POR,73241335,90041152,2007,68796241.13,10897662.45,0.407894251,41,41,13.82651127,0,-0.407894251
20,18,2,Sacramento ,SAC,63403225,77946408,2007,68796241.13,10897662.45,-0.494878251,38,41,13.82651127,-0.216974473,0.277903778
11,4,7,San Antonio ,SAS,70048523,86115981,2007,68796241.13,10897662.45,0.114912888,56,41,13.82651127,1.084872367,0.969959478
15,15,0,Toronto ,TOR,66042375,81190920,2007,68796241.13,10897662.45,-0.252702462,41,41,13.82651127,0,0.252702462
18,8,10,Utah ,UTA,64959089,79859155,2007,68796241.13,10897662.45,-0.352107817,54,41,13.82651127,0.940222718,1.292330535
17,14,3,Washington ,WAS,65278996,80252441,2007,68796241.13,10897662.45,-0.322752255,43,41,13.82651127,0.144649649,0.467401904
29,27,2,Atlanta ,ATL,48581972,61330359,2006,64645788.23,13092437.47,-1.226953825,30,41,10.84371739,-1.014412272,0.212541552
18,29,-11,Boston ,BOS,62981479,79508444,2006,64645788.23,13092437.47,-0.127119892,24,41,10.84371739,-1.567728057,-1.440608165
11,14,-3,Brooklyn ,BRK,64486110,81407908,2006,64645788.23,13092437.47,-0.012196219,41,41,10.84371739,0,0.012196219
30,21,9,Charlotte ,CHO,41964046,52975828,2006,64645788.23,13092437.47,-1.732430823,33,41,10.84371739,-0.73775438,0.994676444
26,8,18,Chicago ,CHI,54754904,69123133,2006,64645788.23,13092437.47,-0.755465455,49,41,10.84371739,0.73775438,1.493219835
17,7,10,Cleveland ,CLE,62992729,79522647,2006,64645788.23,13092437.47,-0.126260617,50,41,10.84371739,0.829973677,0.956234294
2,1,1,Dallas ,DAL,88531846,111763485,2006,64645788.23,13092437.47,1.824416409,67,41,10.84371739,2.397701734,0.573285325
9,10,-1,Denver ,DEN,65517776,82710292,2006,64645788.23,13092437.47,0.066602401,45,41,10.84371739,0.36887719,0.302274789
24,4,20,Detroit ,DET,59010951,74496011,2006,64645788.23,13092437.47,-0.430388707,53,41,10.84371739,1.10663157,1.537020277
10,12,-2,Golden State ,GSW,65012368,82072260,2006,64645788.23,13092437.47,0.027999352,42,41,10.84371739,0.092219297,0.064219945
14,5,9,Houston ,HOU,63837566,80589179,2006,64645788.23,13092437.47,-0.061731991,52,41,10.84371739,1.014412272,1.076144263
16,19,-3,Indiana ,IND,63118965,79682007,2006,64645788.23,13092437.47,-0.116618715,35,41,10.84371739,-0.553315785,-0.43669707
23,16,7,LA Clippers ,LAC,59181038,74710727,2006,64645788.23,13092437.47,-0.417397467,40,41,10.84371739,-0.092219297,0.325178169
3,12,-9,LA Lakers ,LAL,77099949,97331744,2006,64645788.23,13092437.47,0.951248443,42,41,10.84371739,0.092219297,-0.859029146
21,30,-9,Memphis ,MEM,61960489,78219537,2006,64645788.23,13092437.47,-0.205103079,22,41,10.84371739,-1.752166652,-1.547063573
12,11,1,Miami ,MIA,64416312,81319791,2006,64645788.23,13092437.47,-0.017527388,44,41,10.84371739,0.276657892,0.294185281
15,28,-13,Milwaukee ,MIL,63498518,80161159,2006,64645788.23,13092437.47,-0.087628468,28,41,10.84371739,-1.198850867,-1.1112224
6,24,-18,Minnesota ,MIN,66820673,84355083,2006,64645788.23,13092437.47,0.166117636,32,41,10.84371739,-0.829973677,-0.996091314
27,18,9,New Orleans ,NOP,53748991,67853262,2006,64645788.23,13092437.47,-0.832297061,39,41,10.84371739,-0.184438595,0.647858466
1,21,-20,New York ,NYK,117350866,148144904,2006,64645788.23,13092437.47,4.025612333,33,41,10.84371739,-0.73775438,-4.763366713
25,26,-1,Oklahoma City ,OKC,56986831,71940739,2006,64645788.23,13092437.47,-0.584990935,31,41,10.84371739,-0.922192975,-0.33720204
22,16,6,Orlando ,ORL,61447108,77571440,2006,64645788.23,13092437.47,-0.244315105,40,41,10.84371739,-0.092219297,0.152095807
5,19,-14,Philadelphia ,PHI,69140163,87283231,2006,64645788.23,13092437.47,0.343280216,35,41,10.84371739,-0.553315785,-0.896596001
7,2,5,Phoenix ,PHO,65841120,83118485,2006,64645788.23,13092437.47,0.091299406,61,41,10.84371739,1.84438595,1.753086543
4,24,-20,Portland ,POR,75026386,94714055,2006,64645788.23,13092437.47,0.792869761,32,41,10.84371739,-0.829973677,-1.622843438
13,21,-8,Sacramento ,SAC,64296611,81168680,2006,64645788.23,13092437.47,-0.026670147,33,41,10.84371739,-0.73775438,-0.711084233
8,3,5,San Antonio ,SAS,65654320,82882668,2006,64645788.23,13092437.47,0.077031628,58,41,10.84371739,1.567728057,1.49069643
28,9,19,Toronto ,TOR,51015491,64402460,2006,64645788.23,13092437.47,-1.041081713,47,41,10.84371739,0.553315785,1.594397498
20,6,14,Utah ,UTA,62364364,78729392,2006,64645788.23,13092437.47,-0.174255118,51,41,10.84371739,0.922192975,1.096448092
19,14,5,Washington ,WAS,62733705,79195652,2006,64645788.23,13092437.47,-0.146044863,41,41,10.84371739,0,0.146044863
28,27,1,Atlanta ,ATL,42944553,56554988,2005,63248999.37,17554777.55,-1.156633646,26,41,11.17262665,-1.342567014,-0.185933368
21,24,-3,Boston ,BOS,56907300,74942956,2005,63248999.37,17554777.55,-0.361252049,33,41,11.17262665,-0.716035741,-0.354783692
9,7,2,Brooklyn ,BRK,66449350,87509175,2005,63248999.37,17554777.55,0.182306533,49,41,11.17262665,0.716035741,0.533729208
30,27,3,Charlotte ,CHO,33458932,44063082,2005,63248999.37,17554777.55,-1.696977776,26,41,11.17262665,-1.342567014,0.354410762
19,14,5,Chicago ,CHI,57166530,75284344,2005,63248999.37,17554777.55,-0.346485129,41,41,11.17262665,0,0.346485129
26,6,20,Cleveland ,CLE,51303962,67563749,2005,63248999.37,17554777.55,-0.680443676,50,41,11.17262665,0.805540209,1.485983885
2,3,-1,Dallas ,DAL,98454832,129658168,2005,63248999.37,17554777.55,2.005484406,60,41,11.17262665,1.700584885,-0.304899522
22,11,11,Denver ,DEN,56492172,74396263,2005,63248999.37,17554777.55,-0.384899629,44,41,11.17262665,0.268513403,0.653413032
17,1,16,Detroit ,DET,59619275,78514440,2005,63248999.37,17554777.55,-0.206765614,64,41,11.17262665,2.058602755,2.26536837
20,22,-2,Golden State ,GSW,57114566,75215911,2005,63248999.37,17554777.55,-0.349445235,34,41,11.17262665,-0.626531273,-0.277086038
